identifier,canonical_smiles,molecular_weight,alogp,topological_polar_surface_area,rotatable_bond_count,hydrogen_bond_acceptors_lipinski,hydrogen_bond_donors_lipinski,lipinski_rule_of_five_violations,qed_drug_likeliness,np_classifier_superclass,parent_family,pains_alert,DsbA_affinity,Irp3_affinity,row_idx,UMAP1,UMAP2,consensus_score,heavy_atom_count,DsbA_LE,Irp3_LE,consensus_LE
CNP0483734.3,CSC[S@+]([O-])C[C@H](CO)NC(=O)/C=C/C1=C(C)N=C(O)N=C1O,361.45,-0.24,138.63,8,8,4,0,0.37,Peptide alkaloids,Alkaloids,False,-5.0,-6.92,28719,3.5384705,4.2961655,-5.96,23,0.21739130434782608,0.3008695652173913,0.25913043478260867
CNP0508915.1,O=C1NC2=CC=CC=C2/C1=C1/NC2=CC=CC=C2/C1=N\OCC[C@@H](O)CO,365.39,1.94,103.18,5,6,4,0,0.37,Tryptophan alkaloids,Alkaloids,False,-6.66,-8.095,211304,4.152797,7.419441,-7.3775,27,0.24666666666666667,0.2998148148148148,0.27324074074074073
CNP0497206.1,CC(=O)N1CCC(N[C@@H]2C[C@H](C(=O)N3CCCC3)[C@@H](O)[C@H]2C2=CN=C(C3CC3)N2)CC1,429.57,1.34,101.56,5,5,3,0,0.66,Lysine alkaloids,Alkaloids,False,-6.602,-9.36,38128,2.7377908,5.4757776,-7.981,31,0.21296774193548387,0.30193548387096775,0.2574516129032258
CNP0176963.3,C=C1CCC[C@]2(C)C[C@H]3OC(=O)[C@@H](CNCCCN4CCCC4=O)[C@H]3C[C@H]12,374.53,2.9,58.64,6,4,1,0,0.44,Sesquiterpenoids,Terpenoids,False,-6.567,-8.892,43835,-0.42763513,6.8035064,-7.7295,27,0.24322222222222223,0.3293333333333333,0.28627777777777774
CNP0243577.1,CC[C@@H](C)[C@@H](N)C(=O)N1CC[C@H]2OC3=CC=C(/C=C\NC(=O)[C@@H]4CCCN4C(=O)[C@H]21)C=C3,440.54,1.5,104.97,3,5,2,0,0.74,Peptide alkaloids,Alkaloids,False,-6.154,-8.814,18543,2.3702438,5.7065167,-7.484,32,0.1923125,0.2754375,0.233875
CNP0260515.2,CCCCCCC[C@@H]1C[C@@H]2CCC3=C(C(=O)OCCCCNC(=N)N)C(CCCCC)=NC(=N1)N32,486.71,5.04,116.16,16,6,3,1,0.12,Guanidine alkaloids,Alkaloids,False,-5.812,-6.907,2865,2.3212125,4.613606,-6.359500000000001,35,0.16605714285714288,0.19734285714285715,0.18170000000000003
CNP0298907.0,O=C1C=NN2C=CNC=C12,135.13,0.0,50.68,0,3,1,0,0.55,Nicotinic acid alkaloids,Alkaloids,False,-4.44,-4.314,14640,5.1269917,4.8689356,-4.377000000000001,10,0.44400000000000006,0.4314,0.43770000000000003
CNP0272401.8,C[C@H]1O[C@H]2OC(=O)[C@]3(C)CC4=C(CO)C5=C(CC(=O)[C@@]4(C)[C@H](C1=O)[C@H]23)C(C)(C)OC(=O)C5,444.48,1.79,116.2,1,8,1,0,0.61,Meroterpenoids,Terpenoids,False,-7.005,-7.452,21176,0.60976034,6.8705373,-7.2285,32,0.21890625,0.232875,0.225890625
CNP0345660.0,CN1C(=CC=CC2=CC=C3C=CC=CC3=N2)C=CC2=CC=CC=C21,310.4,5.3,16.13,2,2,0,1,0.64,Tryptophan alkaloids,Alkaloids,False,-7.724,-9.838,24368,4.8564196,6.736162,-8.780999999999999,24,0.32183333333333336,0.40991666666666665,0.365875
CNP0107760.1,C/C=C/C1=CC=C2OC(C3=C(OC)C=C(OC)C=C3OC)=CC2=C1,324.38,5.16,40.83,5,4,0,1,0.65,Isoflavonoids,Flavonoids,False,-6.123,-7.804,32575,3.301328,7.5643425,-6.9635,24,0.255125,0.32516666666666666,0.2901458333333333
CNP0284335.1,CC(C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@]45CCC[C@]46O[C@@H](C(=O)[C@]4(C)CO[C@@]7(C)CC[C@@H]4O7)C[C@@]62[C@H]1N(C3)C5,497.72,5.35,48.0,3,5,0,1,0.53,Pseudoalkaloids,Alkaloids,False,-6.929,-10.37,39754,-0.6647786,6.066187,-8.6495,36,0.19247222222222224,0.2880555555555555,0.2402638888888889
CNP0475646.1,CC1=C[C@@H](CN(C)CC2=CC=CN=C2)[C@H](C(C)C)C[C@H]1CC1=NN=C(C2=CC=NC=C2)O1,431.58,5.06,67.94,8,6,0,1,0.46,Nicotinic acid alkaloids,Alkaloids,False,-7.507,-8.919,41001,3.8838866,5.920754,-8.213000000000001,32,0.23459375,0.27871875,0.25665625000000003
CNP0484133.0,NC1=N[N+]([O-])=C2C=CC=CC2=[N+]1[O-],178.15,-0.92,92.79,0,4,1,0,0.42,Anthranilic acid alkaloids,Alkaloids,False,-5.546,-6.029,41121,5.3465667,6.6983085,-5.7875,13,0.4266153846153846,0.46376923076923077,0.44519230769230766
CNP0299013.1,C/C=C1/C(=O)C[C@@]2(C)[C@]3(C)CC[C@H]4C(C)(C)[C@@H](N(C)C)CC[C@@]45C[C@]53CC[C@]12C,397.65,6.25,20.31,1,2,0,1,0.49,Pseudoalkaloids,Alkaloids,False,-5.96,-9.157,49274,0.32210627,6.5260825,-7.5585,29,0.20551724137931035,0.31575862068965516,0.26063793103448274
CNP0345146.0,ClC1=CC=C2C=C1OCCCCCON1CCN(CC1)CC1CNC3=NC=NC(=C31)N2,444.97,3.49,74.78,0,8,2,0,0.64,Tryptophan alkaloids,Alkaloids,False,-6.924,-8.141,55263,3.4783425,6.8061314,-7.532500000000001,31,0.22335483870967743,0.26261290322580644,0.24298387096774193
CNP0129653.1,C=C(C(O)/C=C/C(C)(C)O)[C@@H]1C[C@@H](O)[C@@]2(C)[C@@H]1[C@@H]1[C@H](C)CC[C@@H]12,320.47,2.91,60.69,4,3,3,0,0.7,Diterpenoids,Terpenoids,False,-5.732,-7.833,64599,-0.220439,6.1926804,-6.782500000000001,23,0.24921739130434784,0.34056521739130435,0.29489130434782607
CNP0072275.2,CO[C@@H](C1=CNC2=CC=CC=C12)[C@@H]1NC(=O)[C@@]23C(=O)CC[C@H](O)C(=O)C(C)=C[C@@H](C)CC=C[C@H]2C=C(C)[C@@H](C)[C@@H]13,544.69,4.99,108.49,3,5,3,1,0.37,Pseudoalkaloids,Alkaloids,False,-7.578,-9.279,74534,2.971186,6.676909,-8.4285,40,0.18945,0.231975,0.2107125
CNP0451571.0,NN(CC(N)(N)N)CC(N)(N)N,178.24,-4.78,185.38,4,8,7,1,0.13,Ornithine alkaloids,Alkaloids,False,-4.513,-4.697,86147,2.218814,3.5847309,-4.605,12,0.3760833333333333,0.3914166666666667,0.38375000000000004
CNP0036237.0,C1=NC2=NCCN=C2C=N1,134.14,-1.27,50.5,0,4,0,0,0.44,Pseudoalkaloids,Alkaloids,False,-4.379,-4.432,89513,5.3439584,5.41243,-4.4055,10,0.43789999999999996,0.44320000000000004,0.44055
CNP0129805.1,C/C=C1/CCC(C)=C2C=CC(C)=C2C1,186.3,4.32,0.0,0,0,0,0,0.49,Sesquiterpenoids,Terpenoids,False,-6.155,-7.291,121180,1.248694,6.033061,-6.723000000000001,14,0.43964285714285717,0.5207857142857143,0.4802142857142857
CNP0428769.1,C=C(C)C[C@@H]1C[C@@H]1[C@@H]1OC2=C(Br)C[C@@H](C=C=CBr)O[C@H]21,402.13,4.82,18.46,4,2,0,0,0.5,Sesquiterpenoids,Terpenoids,False,-6.139,-7.446,133919,0.35819638,5.328489,-6.7925,20,0.30695,0.37229999999999996,0.33962499999999995
CNP0204409.2,CC(=C/C=C(Cl)/C(C)=C/C=O)CCl,219.11,3.44,17.07,4,1,0,0,0.31,Monoterpenoids,Terpenoids,False,-4.671,-5.797,136928,1.9807088,4.407619,-5.234,13,0.35930769230769233,0.4459230769230769,0.4026153846153846
CNP0517718.0,NC(N)C1=CC=C2C(=C1)NC1=[N+]2[Zn][N+]2=C(NC3=CC(C(N)N)=CC=C32)C1=O,415.78,-1.09,160.49,2,5,6,1,0.16,Pseudoalkaloids,Alkaloids,False,-7.283,-8.634,173674,4.564396,5.1554284,-7.958500000000001,27,0.2697407407407408,0.31977777777777777,0.2947592592592593
CNP0604899.0,CN(C)CCC1=CNC=N1,139.2,0.51,31.92,3,2,1,0,0.66,Histidine alkaloids,Alkaloids,False,-3.808,-4.15,175379,4.762115,5.671543,-3.979,10,0.38079999999999997,0.41500000000000004,0.39790000000000003
CNP0175548.0,COC1=CC2=C3NC(=O)C=CC=C3C(=O)C2=C2N=CC=C12,278.27,0.11,67.76,1,4,1,0,0.79,Tryptophan alkaloids,Alkaloids,False,-6.926,-8.059,212134,3.2734663,7.942457,-7.4925,21,0.32980952380952383,0.38376190476190475,0.35678571428571426
CNP0289196.0,CC(C)(C)NC1=NC(NC(C)(C)C)=NC(N2CCCCC2)=N1,306.46,3.28,65.97,3,6,2,0,0.89,Pseudoalkaloids,Alkaloids,False,-5.495,-7.418,220365,1.9076995,4.713764,-6.4565,22,0.24977272727272729,0.3371818181818182,0.29347727272727275
CNP0150355.1,NCC[C@@H](CN)C[C@@H](CN)CCN,188.32,-0.78,104.08,8,4,4,0,0.4,Ornithine alkaloids,Alkaloids,False,-4.551,-5.033,240779,2.8944213,3.6718202,-4.792,13,0.35007692307692306,0.3871538461538462,0.3686153846153846
CNP0471405.1,CN(C)[C@H]1CCCC[C@H](N(C)C)CCCC1,226.41,2.98,6.48,2,2,0,0,0.71,Pseudoalkaloids,Alkaloids,False,-4.642,-6.135,245146,1.26526,4.5083885,-5.3885000000000005,16,0.290125,0.3834375,0.33678125000000003
CNP0468987.1,CN(C)/C=C(\C(=O)NC1=C(F)C(F)=C(F)C(F)=C1F)C(F)(F)F,348.19,3.33,32.34,3,2,1,0,0.39,Pseudoalkaloids,Alkaloids,False,-6.628,-7.409,257842,3.0051515,3.5711956,-7.0184999999999995,23,0.2881739130434783,0.32213043478260867,0.3051521739130435
CNP0087845.1,CNCC1=CC(O)=CC2=C1C[C@H]1CCC[C@@H](C1)[C@@]13C[C@H]4CCC[C@@](C)(O1)[C@H]4[C@@](N)(CCO)[C@@H]3C#CC2,492.7,4.06,87.74,4,5,4,0,0.48,Pseudoalkaloids,Alkaloids,False,-7.021,-8.23,268002,0.35072666,7.5810895,-7.625500000000001,36,0.19502777777777777,0.22861111111111113,0.21181944444444445
CNP0357356.1,CC1=C2C[C@@](C)(CO[C@H]3OC(=O)[C@]45C[C@@H]6CC(C)(C)CC6=C(C=O)[C@]34C5)C[C@H]2C[C@]2(C)CC[C@]12O,480.65,5.27,72.83,4,5,1,1,0.34,Sesquiterpenoids,Terpenoids,False,-7.52,-10.1,208384,0.5706929,7.328407,-8.809999999999999,35,0.21485714285714286,0.28857142857142853,0.25171428571428567
CNP0349528.1,O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21)NC1=NC(C2=CC=NC=C2)=CS1,403.53,2.87,96.01,7,6,3,0,0.49,Nicotinic acid alkaloids,Alkaloids,False,-6.335,-8.334,42449,3.8080516,6.088489,-7.3345,27,0.23462962962962963,0.30866666666666664,0.27164814814814814
CNP0588890.1,CC(=O)O[C@@H]1CC[N+]2([O-])CC=C(COC(=O)[C@@](O)([C@H](C)O)C(C)(C)O)[C@H]12,373.4,-0.63,136.35,6,8,3,0,0.24,Ornithine alkaloids,Alkaloids,False,-5.475,-6.776,1024,2.5538197,4.7540693,-6.1255,26,0.21057692307692305,0.2606153846153846,0.23559615384615382
CNP0328213.1,CO/C=C/C(=O)C1=CC2=C3C(=C(N)C=C(NC(=O)C(C)C)C3=N1)N=C2,338.37,2.82,106.67,5,6,2,0,0.32,Anthranilic acid alkaloids,Alkaloids,False,-6.273,-7.794,3756,3.8816283,5.167331,-7.0335,25,0.25092,0.31176,0.28134
CNP0591158.0,CC1=C2CC3C(CC=C4CC(O)CCC43C)C2CC2OC3CC(C)CNC3C(C)C12,411.63,4.86,41.49,0,3,2,0,0.56,Pseudoalkaloids,Alkaloids,False,-6.935,-10.71,31874,-0.1658474,6.654684,-8.8225,30,0.23116666666666666,0.35700000000000004,0.29408333333333336
CNP0550309.0,NC1=NC(C2=CC=CN=C2)=CC2=NC(C3=CC=CO3)=NN12,278.27,2.03,95.13,2,7,1,0,0.6,Nicotinic acid alkaloids,Alkaloids,False,-5.919,-7.948,231721,5.359119,5.499777,-6.9335,21,0.28185714285714286,0.3784761904761905,0.3301666666666667
CNP0105560.0,C=C(C)COC1=NC(C(C)C)=C2COC(C)(C)CC2=C1C#N,300.4,3.88,55.14,4,4,0,0,0.79,Monoterpenoids,Terpenoids,False,-5.475,-7.023,42328,-0.6423635,5.480843,-6.249,22,0.24886363636363634,0.3192272727272727,0.2840454545454545
CNP0322525.1,C=C1C=C[C@H]2[C@H](C)CCC(=C(C)C)[C@H]2C1,202.34,4.5,0.0,0,0,0,0,0.51,Sesquiterpenoids,Terpenoids,False,-6.081,-7.075,48066,0.46069697,5.6208,-6.578,15,0.40540000000000004,0.4716666666666667,0.43853333333333333
CNP0479694.1,C[C@@H](C1=CN2C=CN=C2C=C1)N1N=NC2=NC=C(C3=CN(C)N=C3)N=C21,345.37,1.88,91.61,3,9,0,0,0.5,Nicotinic acid alkaloids,Alkaloids,False,-7.107,-8.43,57906,4.0244555,5.7753997,-7.7684999999999995,26,0.27334615384615385,0.3242307692307692,0.2987884615384615
CNP0461222.2,C[C@]1(C2=CC=CS2)CC(C2=CC=CC2)=NC2=CC=CC=C2N1,306.43,5.44,24.39,2,3,1,1,0.78,Tryptophan alkaloids,Alkaloids,False,-6.303,-8.996,4035,4.047051,7.6695027,-7.6495,22,0.2865,0.40890909090909094,0.34770454545454543
CNP0466069.1,NO[S@@](=O)/N=C(/N)CCSCC1=CSC(N=C(N)N)=N1,337.46,-0.5,167.99,8,7,4,0,0.21,Ornithine alkaloids,Alkaloids,False,-5.016,-5.706,18093,3.7969189,4.6565766,-5.361000000000001,20,0.2508,0.2853,0.26805
CNP0356385.1,CCN(CC)CC1=C(C(=O)N/N=C/C2=CC(OC)=C(OC)C(OC)=C2)N(C2=NON=C2N)N=N1,473.49,0.86,168.04,11,13,2,1,0.3,Pseudoalkaloids,Alkaloids,False,-6.722,-7.69,199529,3.4528165,7.474337,-7.206,34,0.19770588235294118,0.2261764705882353,0.21194117647058824
CNP0077944.1,CC1=C2OC[C@@H](C)C3C(=O)C[C@H](C)C(=C(O)C1=O)C23,262.3,2.16,63.6,0,4,1,0,0.73,Sesquiterpenoids,Terpenoids,False,-5.918,-7.797,208790,0.5838114,5.977288,-6.8575,19,0.31147368421052635,0.41036842105263155,0.3609210526315789
CNP0563398.0,O=C(O)C1=CC=C(N=C2N=CN=C3NNC=C32)C=C1,255.24,1.17,107.02,2,4,3,0,0.64,Pseudoalkaloids,Alkaloids,False,-6.143,-7.746,55816,4.6619678,6.1457343,-6.9445,19,0.3233157894736842,0.4076842105263158,0.36550000000000005
CNP0342766.0,CC1=CC=C2OC=C(C3CC(=O)OC4=C3OC(C)=CC4=O)C(=O)C2=C1,338.32,2.8,86.72,1,6,0,0,0.63,Chromanes,Phenolics,False,-7.694,-9.249,188000,2.744629,7.227284,-8.4715,25,0.30776,0.36996,0.33886
CNP0598020.1,C1=CO/C(=C\N2CCOCC2)CC1,181.23,1.48,21.7,1,3,0,0,0.61,Lysine alkaloids,Alkaloids,False,-4.876,-5.301,255246,2.9254715,6.4852395,-5.0885,13,0.3750769230769231,0.4077692307692308,0.39142307692307693
CNP0526383.0,O=[N+]([O-])C1=CC=C(NC2C(O)CC3C4CC5=CC=C(O)C6=C5C3(CCN4CC3CC3)C2O6)C2=NON=C12,505.53,2.74,147.02,5,10,3,1,0.35,Tyrosine alkaloids,Alkaloids,False,-7.033,-9.72,91664,1.8983521,6.6843095,-8.3765,37,0.1900810810810811,0.26270270270270274,0.2263918918918919
CNP0102021.1,CC(=O)C1=C(C)C=C2C=C(C(=O)O)C=C(O[C@@H]3O[C@H](CO)[C@]4(C[C@@H]5C6=C(CC=C6[C@H]6COC[C@H]7CCC[C@@H]5[C@@H]76)CO4)[C@H](O)[C@H]3O)C2=C1O,662.73,3.67,172.21,5,10,5,1,0.3,Tryptophan alkaloids,Alkaloids,False,-8.261,-10.24,171498,0.77143645,7.433081,-9.250499999999999,48,0.17210416666666664,0.21333333333333335,0.19271875
CNP0271264.0,CCNC1=CC(CO)=CC2=NC=NN12,192.22,0.65,62.45,3,5,2,0,0.75,Pseudoalkaloids,Alkaloids,False,-5.075,-5.785,243434,4.20278,5.1623983,-5.43,14,0.3625,0.4132142857142857,0.38785714285714284
CNP0559444.1,C[C@H](OS(=O)(=O)O)[C@H](O)C1=CNC2=NC(=N)N(C)C(=O)C2=N1,331.31,-1.67,171.25,4,9,4,0,0.48,Pseudoalkaloids,Alkaloids,False,-5.736,-6.968,257936,3.7906606,3.990247,-6.352,22,0.2607272727272727,0.31672727272727275,0.2887272727272727
CNP0101842.1,CNC[C@]12C=C[C@@H]3[C@@]4(O)C(=O)CCCC[C@@H]5CC[C@@H]6CC(=C4C(=O)O)[C@@]53[C@]61CN(C(=N)NC)C=C2,480.61,2.03,125.75,3,5,5,0,0.24,Pseudoalkaloids,Alkaloids,False,-5.671,-7.361,4766,1.806263,6.334442,-6.516,35,0.16202857142857144,0.2103142857142857,0.18617142857142857
CNP0612038.0,O=C1C=CC(NO)=N1,112.09,-0.54,61.69,0,3,2,0,0.41,Anthranilic acid alkaloids,Alkaloids,False,-4.235,-4.812,138622,4.485727,4.081644,-4.5235,8,0.529375,0.6015,0.5654375
CNP0356328.1,C/C=C(/CO)C1=C(C(O)CO)C(C)(C)C[C@]1(C)CO,270.37,1.0,80.92,5,4,4,0,0.6,Sesquiterpenoids,Terpenoids,False,-4.441,-6.241,185295,0.28983217,6.200892,-5.340999999999999,19,0.23373684210526316,0.3284736842105263,0.28110526315789475
CNP0389085.1,OCC[C@H]1CCC(CO)=C1CO,172.22,0.06,60.69,4,3,3,0,0.53,Monoterpenoids,Terpenoids,False,-5.144,-4.938,228549,1.3120617,5.6789436,-5.041,12,0.4286666666666667,0.4115,0.42008333333333336
CNP0401624.1,[O-][N@+]12CCCC3(O)CCCCCC[C@@H]4CCN5CCC[C@](O)(CCCCCC[C@H](CC1)O[C@@H]32)[C@@H]5O4,494.72,4.58,85.22,0,6,2,0,0.38,Lysine alkaloids,Alkaloids,False,-7.618,-8.738,145385,0.6632203,5.2745657,-8.178,35,0.21765714285714285,0.24965714285714286,0.23365714285714284
CNP0442068.0,O=C(COC(=O)C1=CC=C(Br)C=C1)C1=CC=C(I)C=C1,445.05,4.09,43.37,4,3,0,0,0.4,Flavonoids,Flavonoids,False,-6.099,-7.456,177670,3.969415,4.8884053,-6.7775,20,0.30495,0.3728,0.33887500000000004
CNP0611506.1,CC/C=C/C1=C2NC(=N)N[C@H]3CC[C@@H](C[C@@H]1C)[C@@H]23,245.37,2.77,47.91,2,1,3,0,0.7,Pseudoalkaloids,Alkaloids,False,-5.97,-7.953,201240,0.6453519,4.334651,-6.9615,18,0.33166666666666667,0.44183333333333336,0.38675000000000004
CNP0494059.1,CCOC1=CC=C(CCN2[C@H](C3=CC=CC=C3)[C@H](CC)N3[C@H]4C(=O)N(C)C(=O)N(C)[C@H]4N[C@@H]23)C=C1OCC,521.66,3.27,77.59,9,7,1,1,0.54,Pseudoalkaloids,Alkaloids,False,-6.524,-8.642,218063,3.2493973,7.1635513,-7.583,38,0.1716842105263158,0.22742105263157894,0.19955263157894737
CNP0166394.0,COC1=C2N=CN=NC2=NN1,151.13,-0.24,76.58,1,5,1,0,0.61,Pseudoalkaloids,Alkaloids,False,-4.471,-4.781,8360,5.2984667,5.4222727,-4.6259999999999994,11,0.40645454545454546,0.4346363636363636,0.42054545454545456
CNP0283416.0,CC1=C2N=NOC=C2C=N1,135.13,0.88,51.81,0,4,0,0,0.54,Nicotinic acid alkaloids,Alkaloids,False,-4.572,-5.208,144086,5.4785557,5.118807,-4.890000000000001,10,0.4572,0.5208,0.489
CNP0581238.0,CC12CC3CC(C)(C1)CC([N+](=O)[O-])(C3)C2,209.29,3.01,43.14,1,2,0,0,0.49,Sesquiterpenoids,Terpenoids,False,-5.426,-6.976,238920,-0.06519604,5.0982842,-6.2010000000000005,15,0.36173333333333335,0.4650666666666667,0.4134
CNP0470505.0,BrC1=CC=C2C(=C1)C1(CCCCC1)C1=NCCCN12,319.25,4.27,15.6,0,2,0,0,0.7,Tryptophan alkaloids,Alkaloids,False,-6.045,-8.328,17047,3.567433,5.501384,-7.1865,19,0.3181578947368421,0.43831578947368416,0.3782368421052631
CNP0564339.0,C[O+]=C1C2=CN(C)CCC2=CC2=C1OCO2,220.25,1.1,33.0,0,3,0,0,0.57,Tyrosine alkaloids,Alkaloids,False,-5.487,-6.693,25788,1.9826847,7.819405,-6.09,16,0.3429375,0.4183125,0.380625
CNP0490876.1,O=C1C(CC[S@+]([O-])C2=CC=CC=C2)=C(O)N(C2=CC=CC=C2)N1C1=CC=CC=C1,404.49,3.68,70.22,6,5,1,0,0.5,Anthranilic acid alkaloids,Alkaloids,False,-6.829,-9.158,35742,4.5515885,6.961235,-7.993499999999999,29,0.23548275862068965,0.3157931034482758,0.27563793103448275
CNP0599466.2,CC(C)[N@+]1(CC2=CC=CC=C2)C2=C(CN(C)CC2)C2=CC=CC=C21,319.47,4.66,3.24,3,1,0,0,0.74,Tryptophan alkaloids,Alkaloids,False,-5.764,-8.292,117457,3.7367048,6.8662047,-7.0280000000000005,24,0.24016666666666667,0.3455,0.29283333333333333
CNP0417205.1,O=C1CC=C2[C@@H]3N1C1=C(O)C=CC=C1[C@@]31CCNC/C(=C/CO)[C@]2(O)CC1=O,382.42,0.29,110.1,1,6,4,0,0.52,Tryptophan alkaloids,Alkaloids,False,-6.524,-8.502,3968,1.8072892,7.1212125,-7.513,28,0.233,0.30364285714285716,0.2683214285714286
CNP0321337.1,CC1=C(C)C(C)=C2C(=C1C)C[C@]2(C)O,190.29,2.68,20.23,0,1,1,0,0.67,Sesquiterpenoids,Terpenoids,False,-6.436,-7.119,6196,0.36477524,5.811117,-6.7775,14,0.4597142857142857,0.5085,0.48410714285714285
CNP0270807.4,CC1(C)CCC[C@@]2(C)C3CC4C(C31)[C@]42C,204.36,4.1,0.0,0,0,0,0,0.56,Sesquiterpenoids,Terpenoids,False,-4.779,-7.488,42054,-0.65112257,6.0545363,-6.1335,15,0.3186,0.49920000000000003,0.40890000000000004
CNP0311151.0,COC1=C(OC)C2=C3C(=C1OC)C(=O)OC1=C4OCOC4=C(OC)C(=C13)C(=O)O2,402.31,2.25,115.8,4,10,0,0,0.37,Coumarins,Phenolics,False,-6.228,-7.916,54367,1.9186579,7.7919507,-7.072,29,0.21475862068965518,0.2729655172413793,0.24386206896551724
CNP0065073.1,CC(C)/N=C(\NC#N)NC(C)C,168.24,0.82,60.21,2,2,2,0,0.28,Pseudoalkaloids,Alkaloids,False,-4.518,-5.229,85936,3.7584848,4.3349066,-4.8735,12,0.3765,0.43575,0.406125
CNP0283177.1,CC(C)NC[C@H](O)COC1=CC=C(CC(=N)O)C=C1,266.34,1.5,85.57,8,4,4,0,0.42,Pseudoalkaloids,Alkaloids,False,-5.458,-6.047,91978,3.4142828,5.3241234,-5.7524999999999995,19,0.28726315789473683,0.3182631578947368,0.30276315789473685
CNP0581313.0,CC1=CC(C)=CC(C[N+]2=CC(C)=CC(C)=C2)=C1,226.34,3.26,3.88,2,0,0,0,0.69,Nicotinic acid alkaloids,Alkaloids,False,-6.007,-7.494,190807,4.1582713,5.9385557,-6.7505,17,0.3533529411764706,0.44082352941176467,0.39708823529411763
CNP0112710.0,ON1C=C2C=NN=CC2=C1,135.13,0.67,50.94,0,4,1,0,0.54,Nicotinic acid alkaloids,Alkaloids,False,-4.426,-4.85,220299,5.1326923,4.7711945,-4.638,10,0.4426,0.485,0.4638
CNP0263210.1,C/C1=C/CN2C=C3C[C@@H](CO)/N=C(/O)[C@H](C(C)C)N(C)C4=C3C2=C(C=C4)[C@@H](C(C)(C)C)CC1,451.66,5.85,60.99,2,4,2,1,0.56,Tryptophan alkaloids,Alkaloids,False,-5.744,-8.387,240237,3.1508672,5.765038,-7.0655,33,0.17406060606060605,0.2541515151515152,0.21410606060606063
CNP0227814.2,OC1=CC=CC=C1/C=N/[C@H]1[C@@H]2CCC[C@H]1C1=C(CCCC1)C2,295.43,4.87,32.59,2,2,1,0,0.61,Diterpenoids,Terpenoids,False,-6.652,-8.889,62519,2.5652196,6.3796654,-7.7705,22,0.3023636363636364,0.40404545454545454,0.3532045454545455
CNP0343289.0,COC1=CC2=C(C=C1O)NC(C(=O)N1CC3CC34C1=CC(=O)C1=C4C=C(C(=O)N3CCC4=C3C(O)=C(OC)C3=C4C=C(SC(C)=O)N3)C1)=C2,678.72,4.86,165.26,5,9,4,1,0.22,Tryptophan alkaloids,Alkaloids,False,-8.732,-9.814,72073,2.541401,7.9285035,-9.273,49,0.17820408163265306,0.2002857142857143,0.18924489795918367
CNP0497449.1,C[C@H](O)[C@@]12C[N+](C)([O-])C3C[C@]14C(=NC1=CC=CC=C14)C1CC2[C@@H]3CO1,340.42,2.14,64.88,1,4,1,0,0.63,Tryptophan alkaloids,Alkaloids,False,-5.623,-8.385,57699,3.2953382,7.0208964,-7.004,25,0.22492,0.3354,0.28015999999999996
CNP0609242.0,N=C1CCC(C(=O)NC2=CNC(C(=O)N=CC=C(N)N)=C2)N1,303.33,-0.35,162.24,4,5,6,1,0.42,Pseudoalkaloids,Alkaloids,False,-6.244,-7.667,204109,3.8726456,4.4839706,-6.9555,22,0.2838181818181818,0.3485,0.3161590909090909
CNP0133994.1,C[C@H]1C[C@H]2C[C@]3(C)O[C@@H]3[C@@]3(C)OOC(C)(C)/C3=C/C[C@]3(C)CC[C@]1(O2)O3,364.48,4.05,49.45,0,5,0,0,0.37,Sesquiterpenoids,Terpenoids,False,-5.539,-8.206,13084,-0.35443822,6.896934,-6.8725,26,0.21303846153846154,0.3156153846153846,0.26432692307692307
CNP0452806.3,C/C(=N\[C@@H]1CSC[C@@H]1O)C1=C(O)C[C@H]2[C@@H]1C2(C)C,267.39,2.41,52.82,2,4,2,0,0.76,Monoterpenoids,Terpenoids,False,-5.047,-6.867,85798,-0.11384137,5.945209,-5.957,18,0.28038888888888885,0.3815,0.33094444444444443
CNP0167980.0,CC(C)=CCN(CC=C(C)C)C(=N)N,195.31,2.11,53.11,4,1,2,0,0.41,Sesquiterpenoids,Terpenoids,False,-5.346,-6.11,93075,1.9751784,4.3906465,-5.728,14,0.38185714285714284,0.43642857142857144,0.40914285714285714
CNP0428306.0,ClC1=C(Cl)C2=CC=C(I)C(Cl)=C2N1,346.38,4.73,15.79,0,0,1,0,0.66,Proline alkaloids,Alkaloids,False,-5.475,-5.942,124879,4.5169973,5.8682137,-5.7085,13,0.4211538461538461,0.4570769230769231,0.4391153846153846
CNP0070284.1,C1=NC[C@@H](C2=CC=C([C@@H]3CN=CC=N3)C=C2)N=C1,238.29,2.08,49.44,2,4,0,0,0.76,Nicotinic acid alkaloids,Alkaloids,False,-5.854,-6.94,142568,4.887699,5.3709536,-6.397,18,0.32522222222222225,0.3855555555555556,0.3553888888888889
CNP0406293.1,CO[C@H](C)C(C)(C)OC,132.2,1.45,18.46,3,2,0,0,0.58,Monoterpenoids,Terpenoids,False,-3.924,-3.74,220839,2.490759,3.864064,-3.832,9,0.436,0.41555555555555557,0.4257777777777778
