identifier,canonical_smiles,molecular_weight,alogp,topological_polar_surface_area,rotatable_bond_count,hydrogen_bond_acceptors_lipinski,hydrogen_bond_donors_lipinski,lipinski_rule_of_five_violations,qed_drug_likeliness,np_classifier_superclass,parent_family,pains_alert,DsbA_affinity,Irp3_affinity,row_idx,UMAP1,UMAP2,consensus_score,heavy_atom_count,DsbA_LE,Irp3_LE,consensus_LE
CNP0608859.0,CC(C)CC1=C(O)[N+](=O)C(CC(C)C)=C(O)N1O,257.31,1.45,88.59,4,5,3,0,0.56,Tetramate alkaloids,Alkaloids,False,-5.357,-6.581,88763,1.697759,5.7812047,-5.969,18,0.2976111111111111,0.3656111111111111,0.3316111111111111
CNP0583037.0,O=C1N=C2C=CC3=C(SC=N3)C2=C1CNC1=CC=C(S(=O)(=O)NC2=CC=CC=N2)C=C1,449.52,1.91,113.41,6,7,2,0,0.46,Tryptophan alkaloids,Alkaloids,False,-7.104,-9.808,159242,4.9829073,6.4085035,-8.456,31,0.22916129032258065,0.3163870967741935,0.27277419354838706
CNP0153262.0,CC1=C(C)C(C)C(C)=C1C,136.24,3.31,0.0,0,0,0,0,0.48,Monoterpenoids,Terpenoids,False,-5.107,-5.806,214634,1.0906934,4.3316727,-5.4565,10,0.5107,0.5806,0.54565
CNP0009894.0,NC1=CC=C(C2=C3C=CC(=O)C=C3OC3=CC(O)=CC=C23)C(C(=O)O)=C1,347.33,3.55,113.76,2,5,3,0,0.38,Flavonoids,Flavonoids,False,-6.937,-8.945,41496,4.096177,6.8588657,-7.941000000000001,26,0.2668076923076923,0.34403846153846157,0.3054230769230769
CNP0608741.0,N=C1N=C(C(=O)O)C2=C(CNC(=O)C3=C2C(Br)=C(Br)N3)N1,417.02,1.35,134.72,1,4,5,0,0.48,Histidine alkaloids,Alkaloids,False,-5.949,-7.441,239805,4.2851934,4.2120404,-6.695,21,0.28328571428571425,0.35433333333333333,0.31880952380952376
CNP0304509.1,C=C1C=CC2=C(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]3C(=C)C(=O)O[C@@H]3[C@@H]12,344.36,2.02,78.9,2,6,0,0,0.43,Sesquiterpenoids,Terpenoids,False,-6.234,-8.002,113663,2.386124,7.478286,-7.118,25,0.24936,0.32008000000000003,0.28472000000000003
CNP0605523.2,C[N+](C)(C)C[C@H]1[C@@H](C(=O)[O-])[C@@H]1C(=O)O,201.22,-1.61,77.43,4,3,1,0,0.56,Ornithine alkaloids,Alkaloids,False,-4.564,-5.345,74490,2.5745618,4.772132,-4.9544999999999995,14,0.326,0.3817857142857143,0.3538928571428571
CNP0455920.1,CC1=CC=C(/N=C(/N)NC(=N)/N=C(\O)C2=NC=CN=C2N)C=C1,312.34,0.84,158.65,2,5,5,0,0.41,Peptide alkaloids,Alkaloids,False,-6.396,-8.225,146686,4.4801593,5.758007,-7.310499999999999,23,0.27808695652173915,0.3576086956521739,0.3178478260869565
CNP0491827.0,CCC1=C2C=C3NC(=CC4=C(C)C=C(C=C5NC(=CC(=C1C)N2)C=C5C)N4)C(C)=C3CCC(=O)O,468.6,2.44,100.46,4,1,5,0,0.28,Tryptophan alkaloids,Alkaloids,False,-7.294,-8.343,154688,2.528339,5.560229,-7.8185,35,0.2084,0.23837142857142857,0.2233857142857143
CNP0000498.0,C=C1N=NC2=C1NOC2=C,135.13,-1.06,54.71,0,3,1,0,0.5,Pseudoalkaloids,Alkaloids,False,-4.651,-4.826,206981,5.471379,4.93458,-4.7385,10,0.46509999999999996,0.4826,0.47385
CNP0057156.1,O=C(C1=CC=C(Cl)C=C1)C1=NN(C2=CC=CC=C2)/C(=N/N=C/C2=CC=C(F)C=C2)S1,436.9,4.89,59.61,5,6,0,0,0.25,Flavonoids,Flavonoids,False,-7.786,-9.494,71540,4.6750536,6.777254,-8.64,30,0.25953333333333334,0.3164666666666667,0.28800000000000003
CNP0423831.1,C[C@@H]1CC2O[C@@]3(C[C@@]4(C)CC5=CC[C@H]6C(=CC[C@@H](O[C@@H]7OC[C@H](O)[C@H](O)[C@H]7O)C6(C)C)CC5=C[C@@]4(C)[C@@H]13)O[C@H]2C(C)(C)O,600.79,4.16,117.84,3,8,4,1,0.36,Triterpenoids,Terpenoids,False,-7.536,-9.53,13872,0.3456103,6.538869,-8.533,43,0.17525581395348835,0.22162790697674417,0.19844186046511625
CNP0000481.0,O=NC1=CC2=CNC=C2N1,135.13,1.89,61.01,1,2,2,0,0.58,Tryptophan alkaloids,Alkaloids,False,-4.485,-4.906,152696,4.874135,5.0780125,-4.6955,10,0.4485,0.4906,0.46955
CNP0538532.0,CNC1=NC(OC)=C2C(=N1)N(C)C=[N+]2C,208.24,-0.16,55.85,2,5,1,0,0.7,Pseudoalkaloids,Alkaloids,False,-4.877,-5.542,254180,4.287167,5.229646,-5.2095,15,0.32513333333333333,0.36946666666666667,0.3473
CNP0598126.1,CC1(C)CNC(=NN=C(/C=C/C2=CC=C(C(F)(F)F)C=C2)/C=C/C2=CC=C(C(F)(F)F)C=C2)NC1,494.48,6.38,48.78,5,2,2,1,0.29,Flavonoids,Flavonoids,False,-8.004,-9.796,169926,2.58973,6.7904835,-8.899999999999999,35,0.22868571428571427,0.2798857142857143,0.2542857142857143
CNP0184242.2,CN[C@@H](C)C(=O)N[C@H](C)[C@H](O)[C@@H](C)C(=O)N1C(=O)C(C)(C)C(=O)[C@H]1C(C)C,383.49,0.08,115.81,7,6,3,0,0.54,Peptide alkaloids,Alkaloids,False,-5.444,-7.349,47607,1.7075005,6.0588865,-6.3965,27,0.20162962962962963,0.2721851851851852,0.2369074074074074
CNP0368768.1,CC1=C[C@H]2O[C@@H]3C[C@@H]4OC(=O)/C=C/C=C[C@@H]5O[C@@H](C/C(C)=C/C(=O)OC[C@@]2([C@@H]2O[C@H]12)[C@]4(C)[C@@]31CO1)O[C@H]5C,526.58,2.69,105.35,0,9,0,1,0.27,Sesquiterpenoids,Terpenoids,False,-7.599,-9.719,64507,1.1885264,7.166113,-8.658999999999999,38,0.19997368421052633,0.2557631578947368,0.22786842105263155
CNP0542401.0,OC1=CC=CC(C2=CC(CC3(NCC4=CC=C5OCOC5=C4)COC3)=NO2)=C1,380.4,2.88,85.98,6,7,2,0,0.68,Lignans,Phenolics,False,-6.941,-7.949,72442,3.2918565,6.944069,-7.445,28,0.24789285714285714,0.2838928571428571,0.26589285714285715
CNP0506349.1,CC/C=C\CCO[Si](C)(C)C(C)(C)C,214.42,4.36,9.23,5,1,0,0,0.38,Monoterpenoids,Terpenoids,False,-4.35,-5.417,9952,2.4614437,4.1250544,-4.8835,14,0.31071428571428567,0.3869285714285714,0.3488214285714285
CNP0555999.1,C[C@@H]1CNC(C(C2=[NH+]C[C@H](C)N2)C2=[NH+]C[C@H](C)N2)=[NH+]1,265.38,-5.99,78.0,3,3,6,1,0.31,Lysine alkaloids,Alkaloids,False,-5.763,-6.709,10657,0.66796935,4.3224273,-6.236,19,0.3033157894736842,0.3531052631578947,0.32821052631578945
CNP0558808.3,C=CC(C)(C)[C@@]12C=C(O)C(=O)N3/C(=C\C4=CNC=N4)C(=O)N[C@]31N(OC)C1=CC=CC=C12,433.47,2.35,110.79,4,6,3,0,0.5,Histidine alkaloids,Alkaloids,False,-5.351,-8.178,90022,4.3984175,7.6132617,-6.7645,32,0.16721875,0.2555625,0.211390625
CNP0233288.2,CC(C)C1CC2C3(C)CC1CC2(C)[C@H](SC#N)C3,263.45,4.69,23.79,2,2,0,0,0.67,Sesquiterpenoids,Terpenoids,False,-4.598,-7.292,99883,-0.7581209,5.698958,-5.945,18,0.2554444444444444,0.4051111111111111,0.3302777777777778
CNP0605197.1,C/C=C/C1=C(C(=O)C2=C(O)C(C3=CC=C(O)C=C3)=CNC2=O)C=C(C)[C@H]2CC[C@H](C)C[C@H]12,431.53,5.52,90.39,4,4,3,1,0.56,Nicotinic acid alkaloids,Alkaloids,False,-7.281,-9.913,138218,1.9181153,6.6509566,-8.597,32,0.22753125,0.30978125,0.26865625
CNP0430255.1,C=C(C)[C@H]1O[C@H]2CC[C@@]3(C)[C@@](O)(CC[C@]4(OC)O[C@@H]5OC(C)(C)[C@H]6C[C@@H]7C(=C)CC8=CC=C9NC(=C5C9=C8[C@@]76O)[C@@]43C)[C@]23O[C@@H]3[C@H]1O,645.79,4.71,125.93,2,8,4,1,0.27,Tryptophan alkaloids,Alkaloids,False,-7.195,-9.709,184484,0.59154147,7.13527,-8.452,47,0.15308510638297873,0.20657446808510638,0.17982978723404255
CNP0605261.1,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,491.67,6.29,95.23,1,4,1,1,0.46,Triterpenoids,Terpenoids,False,-7.19,-9.008,222375,-0.3431656,6.5138617,-8.099,36,0.19972222222222225,0.2502222222222222,0.2249722222222222
CNP0475234.1,CS(=O)(=O)N[C@@H]1C[C@@H]2C(=O)NC3=CC=C(C4=CSC=C4)C=C3C(=O)N2C1,391.47,1.5,95.58,3,5,2,0,0.83,Anthranilic acid alkaloids,Alkaloids,False,-6.782,-8.705,8737,2.7341173,6.4550066,-7.7435,26,0.26084615384615384,0.3348076923076923,0.29782692307692304
CNP0004165.1,CN1C=CN=C1CN1C(=O)CO[C@H]2CN(C(=O)CC(C)(C)C)C[C@H]21,334.42,0.79,67.67,3,5,0,0,0.82,Ornithine alkaloids,Alkaloids,False,-5.291,-7.11,40519,3.5184739,5.9771867,-6.2005,24,0.22045833333333334,0.29625,0.25835416666666666
CNP0304114.1,CC1=N[C@@H]2CCCCCCCC(=O)O[C@H]3CC[C@@H](CCCCCCCC(=O)O[C@H]1CC2)N[C@H]3C,476.7,6.05,76.99,0,6,1,1,0.43,Lysine alkaloids,Alkaloids,False,-7.198,-7.918,99823,1.372072,4.799453,-7.558,34,0.2117058823529412,0.23288235294117648,0.22229411764705884
CNP0163197.0,COC(=O)C1=CC=CC=CO1,152.15,1.14,35.53,1,3,0,0,0.53,Phenolic acids (C6-C1),Phenolics,False,-4.512,-4.879,223552,3.1499417,7.5353603,-4.695499999999999,11,0.41018181818181815,0.4435454545454545,0.42686363636363633
CNP0538327.0,NS(=O)(=O)C1=CC=C(CCNC(=O)COC2=CC=C3C(=C2)C2=CC=[N+]C4=C2N3C(=O)C2=CC=CC=C42)C=C1,526.57,1.54,134.07,7,7,2,1,0.33,Tryptophan alkaloids,Alkaloids,False,-8.055,-9.674,58529,4.367148,6.9489894,-8.8645,38,0.21197368421052631,0.254578947368421,0.23327631578947366
CNP0526346.1,OC1C(=NCC[C@H]2CCCCN2)NC[C@H](Cl)N1CCNCC1=CSC2=CC=C(Cl)C=C12,484.5,3.36,71.92,8,6,4,0,0.26,Lysine alkaloids,Alkaloids,False,-6.833,-8.608,188948,3.4946172,6.1106477,-7.7205,31,0.2204193548387097,0.27767741935483875,0.24904838709677424
CNP0488531.1,NC[C@@H]1[C@H]2CN3C(=O)C4=C(C=CN4)[C@@H]4N=C(N)N[C@@]43[C@@H]2[C@]2(NC(N)=N[C@H]2O)[C@H]1Cl,419.88,-2.46,183.17,1,9,7,1,0.25,Guanidine alkaloids,Alkaloids,False,-6.761,-8.842,198590,2.2447567,6.753354,-7.801500000000001,29,0.23313793103448277,0.30489655172413793,0.2690172413793104
CNP0262593.1,O=C(O)CCCCCCCC/C=C/C(=O)N[C@H]1C[C@@]2(O)C(=O)[C@H]([C@H](O)[C@@H]3O[C@@H]32)[C@H]1O,425.48,0.06,156.69,11,7,5,0,0.18,Pseudoalkaloids,Alkaloids,False,-6.174,-7.272,26814,0.8748762,6.4014783,-6.723000000000001,30,0.2058,0.2424,0.22410000000000002
CNP0088043.0,O=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1Br,357.19,4.09,17.07,3,1,0,0,0.65,Flavonoids,Flavonoids,False,-5.906,-8.235,48418,4.8828483,6.896593,-7.070499999999999,21,0.28123809523809523,0.3921428571428571,0.3366904761904762
CNP0450591.0,C1=CC(C2=CSN=N2)=CC=C1C1=CC=C(C2=CSN=N2)C=C1,322.42,4.39,51.56,3,6,0,0,0.56,Nicotinic acid alkaloids,Alkaloids,False,-6.882,-8.614,90549,5.2284284,5.8016725,-7.748,22,0.31281818181818183,0.3915454545454546,0.3521818181818182
CNP0539879.1,CC(C)C1=C2[C@H]3CC[C@@H]4[C@@H]5O[C@]6(O)[C@@]7(O)[C@@H](OC[C@]6(O)O5)O[C@@H]([C@@H]47)[C@]3(C)CC[C@@]2(C)CC1,448.56,2.43,97.61,1,7,3,0,0.53,Diterpenoids,Terpenoids,False,-6.688,-9.095,114213,-0.47136113,6.5415664,-7.891500000000001,32,0.209,0.28421875,0.24660937500000002
CNP0395465.0,C=CCC1=C(OCC(=O)O)C=CC2=C1C(=O)N1CCCC1=N2,300.31,1.53,81.42,5,5,1,0,0.85,Anthranilic acid alkaloids,Alkaloids,False,-5.829,-7.503,42709,4.5044003,6.714904,-6.666,22,0.26495454545454544,0.34104545454545454,0.303
CNP0477351.1,C=C[C@H]1C[N@]2CC[C@H]1C[C@@H]2CN,166.27,0.84,29.26,2,2,1,0,0.62,Lysine alkaloids,Alkaloids,False,-4.683,-5.468,18811,1.623013,5.301653,-5.0755,12,0.39025,0.45566666666666666,0.4229583333333333
CNP0593712.0,O=C(O)C1(N2CCCC2)CC1,155.2,0.7,40.54,2,2,1,0,0.64,Lysine alkaloids,Alkaloids,False,-4.792,-4.87,140239,1.2257746,4.98452,-4.8309999999999995,11,0.4356363636363636,0.44272727272727275,0.4391818181818182
CNP0265792.1,CS/C(C)=C/C#CC1=CC=CC(=O)O1,206.27,2.26,30.21,1,3,0,0,0.66,Coumarins,Phenolics,False,-5.151,-5.711,143111,1.9878654,7.107302,-5.431,14,0.36792857142857144,0.4079285714285715,0.38792857142857146
CNP0003127.0,NC(CCCCN1C(C=O)=CC=C1CO)C(=O)O,254.29,0.38,105.55,8,5,3,0,0.46,Proline alkaloids,Alkaloids,False,-5.053,-5.449,168219,4.0616093,4.9385047,-5.2509999999999994,18,0.2807222222222222,0.3027222222222222,0.2917222222222222
CNP0131577.0,CC1=C(CC2=C3C(=C(O)C4=C2C(C)=CO4)CCCC3C)OC2=C1C(O)C1(C)C(=CCCC1C)C2,460.61,7.33,66.74,2,4,2,1,0.39,Diterpenoids,Terpenoids,False,-8.379,-10.78,258060,0.6278177,7.476961,-9.5795,34,0.24644117647058822,0.3170588235294117,0.28174999999999994
CNP0532182.1,C/C=C(\C=C(C)\C=C\C=C\C=C(/C)C(=O)[C@H]1C[C@H](CO)NC1=O)C(=O)OC,373.45,2.18,92.7,8,5,2,0,0.29,Tetramate alkaloids,Alkaloids,False,-6.222,-8.022,157776,1.6955243,6.085608,-7.122,27,0.23044444444444445,0.2971111111111111,0.2637777777777778
CNP0478949.0,N=C(N)C1=CC=C2NC(C3=CC=CC(OC4CCCC4)=C3O)=CC2=C1,335.41,4.15,95.12,4,3,4,0,0.43,Tryptophan alkaloids,Alkaloids,False,-7.694,-9.244,184414,3.5291617,6.988964,-8.469,25,0.30776,0.36976,0.33875999999999995
CNP0552964.1,CC1(C)O[C@@H](/C=C/Cl)[C@H](Cl)C[C@@H]1Br,288.01,3.68,9.23,1,1,0,0,0.67,Sesquiterpenoids,Terpenoids,False,-4.444,-5.785,19503,-0.22982809,5.57206,-5.1145,13,0.34184615384615386,0.445,0.39342307692307693
CNP0135908.1,C=C1CC2=C3/C(=C\C=C(\C)CC2)C=C(C(C)C)C(=O)[C@]3(O)C1,296.41,4.2,37.3,1,2,1,0,0.74,Diterpenoids,Terpenoids,False,-5.971,-9.459,68786,0.76884323,6.751988,-7.715,22,0.27140909090909093,0.4299545454545454,0.3506818181818182
CNP0610848.0,CC1(C)[C-2]CCC(C)(O)C(O)CCC(C)(O)CC1,256.39,2.31,60.69,0,3,3,0,0.62,Sesquiterpenoids,Terpenoids,False,-4.714,-7.601,259458,-0.02502081,6.230568,-6.157500000000001,18,0.2618888888888889,0.42227777777777775,0.3420833333333333
CNP0527181.1,CCN1C[C@]2(COC(=O)C3=CC=CC=C3NC(C)=O)CCC[C@@]34[C@@H]5C[C@@H]6CC=C([C@H]5C6=O)[C@@](OC)(C[C@H]23)[C@@H]14,518.65,4.23,84.94,6,6,1,1,0.45,Pseudoalkaloids,Alkaloids,False,-6.988,-9.568,217211,1.7094088,7.5197234,-8.278,38,0.18389473684210528,0.2517894736842105,0.2178421052631579
CNP0270590.2,C[C@@H](CC(=O)N(C)[C@H](C[C@H](C)C(Cl)Cl)C1=NC=CS1)C(Cl)Cl,406.21,5.3,33.2,8,3,0,1,0.55,Serine alkaloids,Alkaloids,False,-4.804,-6.679,161687,3.015091,4.495019,-5.7415,22,0.21836363636363637,0.3035909090909091,0.2609772727272727
CNP0550710.0,C1=CC2C=CC1C13CCC21CC3,158.24,2.92,0.0,0,0,0,0,0.48,Sesquiterpenoids,Terpenoids,False,-5.085,-6.239,17875,0.011559941,5.3610525,-5.662,12,0.42375,0.5199166666666667,0.4718333333333333
CNP0035382.4,C1C[C@@H]2C[C@H]1[C@@H]1[C@H]3N=N[C@@H]([C@H]21)[C@@H]1[C@H]2CC[C@H](C2)[C@@H]31,242.37,3.53,24.72,0,2,0,0,0.62,Lysine alkaloids,Alkaloids,False,-6.064,-7.672,40784,0.53875184,4.5101357,-6.868,18,0.3368888888888889,0.4262222222222222,0.38155555555555554
CNP0075379.0,C=CC(C)CN=C=S,127.21,1.91,12.36,3,2,0,0,0.32,Monoterpenoids,Terpenoids,False,-3.776,-3.829,124995,2.4033558,3.8013573,-3.8025,8,0.472,0.478625,0.4753125
CNP0598841.1,CO[C@@H]1[C@]2(O)C3=CC(O)=CC=C3N3C(C)(C)[C@H](C)[C@]32N2C(=O)/C3=C/C4=C(NC5=CC(Cl)=CC=C45)C(C)(C)/C=C\N3C(=O)[C@]12O,617.1,3.89,129.57,1,7,4,1,0.33,Peptide alkaloids,Alkaloids,False,-7.074,-7.664,250952,1.8624494,7.638394,-7.369,44,0.16077272727272726,0.1741818181818182,0.16747727272727272
CNP0430222.1,CO[C@@]12OC3=C(C=C(/C=N/O)N=C3C3=CC=CC=N3)O[C@@H]1O[C@@H](C)[C@H](O)[C@H]2O,389.36,0.53,135.75,3,10,3,0,0.39,Nicotinic acid alkaloids,Alkaloids,False,-6.498,-7.99,119300,5.147217,6.28483,-7.244,28,0.23207142857142857,0.28535714285714286,0.25871428571428573
CNP0434251.1,CC(C)=C[C@@H]1C2=CC=CC3=C2[C@]24CCN1[C@H]1NCC[C@]12C1C=CC=CC1N[C@@H]4N3C,400.57,3.45,30.54,1,4,2,0,0.71,Tryptophan alkaloids,Alkaloids,False,-6.569,-8.865,143760,2.8376527,7.6702247,-7.7170000000000005,30,0.21896666666666667,0.2955,0.2572333333333333
CNP0427275.1,C[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H](CN4C=NC5=C(NC(=O)N5)C4=O)[C@@]13CC2(C)C,370.45,2.08,100.61,2,5,2,0,0.85,Pseudoalkaloids,Alkaloids,False,-6.776,-9.628,241815,0.6235906,6.442825,-8.202,27,0.25096296296296294,0.35659259259259257,0.30377777777777776
CNP0343698.2,N#CC[C@H]1CN[C@@H]2CC3=C(Cl)NC4=CC=CC(=C34)C2C1,285.78,3.35,51.61,1,2,2,0,0.84,Tryptophan alkaloids,Alkaloids,False,-6.21,-8.021,58162,3.5184515,7.0973115,-7.115500000000001,20,0.3105,0.40105,0.355775
CNP0601698.1,O=C1N=CNC2=C1NC=C2[C@@H]1O[C@H](CO)[C@H]2O[C@@H](CP(=O)(O)O)O[C@H]21,373.26,-1.03,166.99,4,7,5,0,0.42,Tryptophan alkaloids,Alkaloids,False,-5.625,-7.243,167903,3.811853,6.3639793,-6.434,25,0.225,0.28972000000000003,0.25736000000000003
CNP0328851.0,CC1=CC2=C3C(=CC(O)=CC3=CC(C)=N2)O1,213.24,3.0,42.35,0,3,1,0,0.73,Chromanes,Phenolics,False,-6.393,-7.351,182040,2.8609092,6.979195,-6.872,16,0.3995625,0.4594375,0.4295
CNP0518608.1,CC1=CC(/C=C/C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C#N)C=C2)=N1,366.43,4.99,97.42,5,6,2,0,0.62,Nicotinic acid alkaloids,Alkaloids,False,-6.605,-8.66,36360,4.2932277,5.654002,-7.6325,28,0.23589285714285715,0.3092857142857143,0.2725892857142857
CNP0000179.1,CCCCC/N=C1\CC(C)(C)SC2=CC(CCCCC)=CC(O)=C12,347.57,6.38,32.59,8,3,1,1,0.55,Meroterpenoids,Terpenoids,False,-5.782,-7.501,24527,2.394003,4.5889335,-6.641500000000001,24,0.24091666666666667,0.31254166666666666,0.2767291666666667
CNP0556781.0,CN1CCC2=CN(C)C3=C(O)C4=[N+]=CC(C5=CC=C([O-])C=C5)=C4C1=C23,331.38,-0.08,65.56,1,4,1,0,0.63,Tryptophan alkaloids,Alkaloids,False,-6.788,-8.132,59949,3.1247807,5.6425676,-7.46,25,0.27152,0.32528,0.2984
CNP0276625.0,CSC1=C(C(COC(C)=O)OC(C)=O)SC2=NC3=C(N=C12)C(=O)NC(NC(C)=O)=N3,451.49,1.78,153.23,6,11,2,1,0.42,Pseudoalkaloids,Alkaloids,False,-6.4,-7.85,236621,3.911629,4.342397,-7.125,30,0.21333333333333335,0.26166666666666666,0.2375
CNP0315998.1,C[C@@H]1C(=O)C2=C(C=C(CO)C(CCO)=C2CO)[C@H]1O,266.29,0.07,97.99,4,5,4,0,0.62,Sesquiterpenoids,Terpenoids,False,-5.714,-6.727,189813,2.1870713,6.4150176,-6.2205,19,0.3007368421052632,0.3540526315789474,0.3273947368421053
CNP0286503.4,O[C@@H]1CC[C@H]2C[C@H](O)[C@@H]1N2,143.19,-0.77,52.49,0,3,3,0,0.42,Ornithine alkaloids,Alkaloids,False,-4.629,-4.979,41360,0.45913494,4.563701,-4.804,10,0.4629,0.4979,0.4804
CNP0531833.0,COC1=C(C)C(OC)=C2C(=C1OC)C(CO)N1C(C#N)C3CC4C(C1C2N1CCOC41)N3C,456.54,1.05,90.66,4,9,1,0,0.71,Tyrosine alkaloids,Alkaloids,False,-5.768,-6.383,147098,0.99022394,4.9351773,-6.0755,33,0.17478787878787877,0.19342424242424242,0.1841060606060606
CNP0352521.1,CC(C)[C@]12C[C@@H]3CC[C@@H]4C5=C(CC[C@H]4[C@@]34O[C@H]4[C@H]1O2)C(=O)OC5,316.4,2.61,51.36,1,4,0,0,0.55,Diterpenoids,Terpenoids,False,-6.431,-9.403,154296,-0.17739032,6.3836546,-7.917,23,0.2796086956521739,0.4088260869565218,0.3442173913043478
CNP0091102.0,CC(C)C1(C=O)CC=CCC1,152.24,2.57,17.07,2,1,0,0,0.44,Monoterpenoids,Terpenoids,False,-4.764,-5.399,161828,1.1330655,5.7806005,-5.0815,11,0.43309090909090914,0.4908181818181818,0.4619545454545455
CNP0144904.1,C=C[C@H](CO)[C@H]1C=COCC1,154.21,1.33,29.46,3,2,1,0,0.62,Monoterpenoids,Terpenoids,False,-4.566,-5.01,4481,1.6008283,6.158197,-4.788,11,0.41509090909090907,0.45545454545454545,0.43527272727272726
CNP0605545.0,C1CCC2(C1)C1CN(CC3CC3)CC2CN(CC2CC2)C1,288.48,3.23,6.48,4,2,0,0,0.78,Lysine alkaloids,Alkaloids,False,-5.074,-7.151,6762,0.7935156,5.190012,-6.1125,21,0.24161904761904762,0.3405238095238095,0.29107142857142854
CNP0428794.1,CC1=CC2=C(C=C1Br)[C@]1(C)CC[C@@](C)(OO)[C@]1(C)O2,327.22,4.21,38.69,1,3,1,0,0.62,Sesquiterpenoids,Terpenoids,False,-5.373,-7.265,7009,0.38428128,6.5276847,-6.319,19,0.28278947368421053,0.3823684210526316,0.3325789473684211
CNP0285318.3,O=C(O[C@H]1CCN2C[C@H]3C[C@H](C(=O)N4C=CCC[C@@H]34)[C@@H]2C1)C1=CC=CN1,355.44,2.16,65.64,2,4,1,0,0.83,Lysine alkaloids,Alkaloids,False,-6.511,-8.471,45511,2.1629615,5.3582497,-7.491,26,0.2504230769230769,0.3258076923076923,0.2881153846153846
CNP0355614.1,C/C(C[C@H]1[C@@H](CC#N)C1(C)C)=N\O,180.25,2.41,56.38,3,3,1,0,0.41,Monoterpenoids,Terpenoids,False,-4.741,-5.537,85591,-0.57362527,5.4243016,-5.138999999999999,13,0.36469230769230765,0.4259230769230769,0.39530769230769225
CNP0221997.1,CC[C@H](O)CC[C@]1(CO)[C@H]2CCC3=C4[C@@H](CC3)[C@@H](CO)C[C@]41CN(C)C2,363.54,2.58,63.93,6,4,3,0,0.63,Pseudoalkaloids,Alkaloids,False,-5.061,-7.384,102424,0.8520618,5.1785865,-6.2225,26,0.19465384615384615,0.28400000000000003,0.2393269230769231
CNP0524390.1,C#CC#C/C=C1\C=CC2(CCCCO2)O1,200.24,1.99,18.46,0,2,0,0,0.56,Meroterpenoids,Terpenoids,False,-5.7,-6.406,251556,-0.40926665,5.621349,-6.053,15,0.38,0.42706666666666665,0.4035333333333333
CNP0435015.0,OCC1CC2=NC3=C(CCOC3CO)N=C2CO1,252.27,-0.48,84.7,2,6,2,0,0.74,Tetramate alkaloids,Alkaloids,False,-5.779,-6.563,95088,3.489913,5.2891984,-6.170999999999999,18,0.32105555555555554,0.3646111111111111,0.3428333333333333
CNP0321260.1,NCC(=O)NC(=O)C[C@@H]1C=CCCC1,196.25,0.33,72.19,3,3,2,0,0.64,Peptide alkaloids,Alkaloids,False,-5.572,-6.456,10833,2.1052177,4.955144,-6.014,14,0.398,0.4611428571428572,0.4295714285714286
CNP0205148.2,CC1=C[C@@](C)(/C=C/C(=O)O)[C@H]2C(C)=C[C@@]3(C)[C@@H](/C(C)=C\CO)O[C@@H]1[C@@]23C,358.48,3.89,66.76,4,3,2,0,0.59,Sesquiterpenoids,Terpenoids,False,-5.335,-8.154,22202,1.2686114,6.5442157,-6.7445,26,0.2051923076923077,0.31361538461538463,0.25940384615384615
CNP0331846.2,COC1=CC[C@]2(CC[C@@]34NCC[C@@]23CC(=O)C(OC)=C4OC)C1=O,333.38,1.47,73.86,3,6,1,0,0.84,Tyrosine alkaloids,Alkaloids,False,-5.162,-7.947,71846,1.2818949,7.615476,-6.5545,24,0.21508333333333332,0.331125,0.27310416666666665
CNP0198945.1,CC1=C(C)C2=CC3=C(C=C2O1)O/C(=N/O)C=C3C,243.26,3.39,58.87,0,4,1,0,0.49,Coumarins,Phenolics,False,-6.345,-7.692,81536,2.3962173,6.237095,-7.0184999999999995,18,0.3525,0.42733333333333334,0.3899166666666667
CNP0338901.3,CC[C@@]1(C)C[C@](CCNCC2=CC=CC=C2)(C2=CC=C(C)C=C2)CCO1,351.53,5.39,21.26,7,2,1,1,0.68,Sesquiterpenoids,Terpenoids,False,-6.676,-7.84,151645,3.606319,6.9282026,-7.258,26,0.25676923076923075,0.30153846153846153,0.27915384615384614
CNP0073174.0,C=CC1=CC=C(OC(=O)C2=CC=C(O)C(N)=C2S)C=C1,287.34,3.13,72.55,3,5,3,0,0.27,Phenolic acids (C6-C1),Phenolics,False,-5.761,-6.858,189658,2.870052,6.4831786,-6.3095,20,0.28805000000000003,0.3429,0.315475
CNP0528647.1,[N]=C1N[C@@H](O)[C@H]2[C@H]3O[C@]4(O)O[C@@H]([C@@H](O)[C@@]2(N1)[C@H]4O)[C@]3(O)CO,318.26,-6.09,186.2,1,8,8,1,0.23,Guanidine alkaloids,Alkaloids,False,-6.216,-7.049,44355,0.83771616,6.474153,-6.6325,22,0.28254545454545454,0.3204090909090909,0.30147727272727276
